Numero_Commande,Jour,Prix_Min_Article,Prix_Max_Article,Quantite_Article_Panier,Prix_Total_Panier
63,0,49.566227860373694,55.22456096835152,7,330.55532337417935
64,0,44.00592950923934,44.66575763179159,8,641.9133905685223
65,0,54.081515029762706,58.014839858887996,7,676.959837265293
66,0,36.884698008941015,68.71415427735178,8,826.5229531447336
67,0,41.02908804462959,74.4248612550038,9,697.7310821940118
68,0,38.011304368187005,50.26636280730784,9,707.446622669529
69,0,51.961281630640485,52.24394518351777,8,621.350800690094
70,0,31.17981881840562,60.007277903368944,8,649.2009713004105
71,0,31.314759779890473,48.38893106074351,8,428.86834647593184
72,0,32.01491411527835,58.92866691421366,8,495.6053455924136
73,0,45.78461193120743,54.109561576481184,6,670.8454472838497
74,0,50.788704148718544,63.223754229752494,7,607.3029636595892
75,0,38.920385739565106,41.395456382230066,7,583.7712519966166
76,0,20.609210968708574,66.91467417815039,7,660.4945739422499
77,0,43.63071654670817,61.997842460202484,9,844.7889446121278
78,0,37.768686484198824,54.338825130894634,8,815.0330594207954
79,0,27.011159973051928,39.88329591147096,9,670.8314698120881
80,0,48.655308243603315,56.668986747096376,6,887.1433195086961
81,0,36.61185125716848,49.98632265465768,7,361.5411751716807
82,0,21.019320939589015,34.44733574467722,8,277.7908032271306
83,0,32.88799311129391,37.75358252523782,6,725.2597178957136
84,0,34.30198823912047,40.04329473835062,6,587.3213114836082
85,0,20.80738308808406,68.7359630859425,6,621.8334254131034
86,0,37.10853239747668,56.27101158293086,7,574.211045022689
87,0,33.61906324368139,41.90927963028636,8,430.5367140524901
88,0,33.97446523307908,42.32686256451408,6,671.5879723412604
89,0,41.27097072882479,51.40389534022845,7,759.2179824079034
90,0,44.96850086486596,83.49093227478852,7,377.60713697205153
91,0,42.466584430343836,56.60764762920258,8,596.2582607396408
92,0,55.92290726193291,76.79603989005035,8,851.6206054355446
93,0,21.14294096496376,32.47151945886927,5,655.3306763275156
94,0,36.20564357622727,78.21124847768625,6,754.6689263488513
95,0,50.7418608189311,50.83529405535412,6,624.2019629038466
96,0,29.03285930188837,52.36088111477162,6,618.8066663073805
97,0,47.32474630384916,92.00224334860198,7,495.4376867642543
98,0,57.47745062821741,60.75780071683037,6,545.0700733039207
99,0,48.08992137335059,49.187250109357365,8,644.3678666391581
100,0,44.608562697728225,70.22435681882025,8,571.5300882825504
101,1,35.66126857074095,64.15540817886256,6,630.7968581210511
102,1,33.8295631072495,50.498350783831185,8,558.7369243499177
103,1,47.846400758213385,60.85643458831523,6,888.0611372723633
104,1,37.09447557052137,47.2968056924403,7,650.7565181507568
105,1,21.49022320246451,45.12313823728893,7,678.8138768969856
106,1,53.09573951536611,54.34999461307809,9,657.0980151718529
107,1,56.11756367736544,58.04871479590467,9,484.08719549264254
108,1,27.61420028046567,39.74885187463318,8,536.9175351037643
109,1,39.70600122496083,54.88966798924382,6,539.8697624504529
110,1,25.67142526711168,48.23701635492208,7,468.8553864235013
111,1,40.37619312430954,56.510193513387925,9,389.41663907744874
112,1,52.24445014753455,56.52412888953071,8,347.1510257819592
113,1,17.31433836298877,54.7568369382748,8,471.90899899952586
114,1,17.234886256663884,42.74044924466671,5,604.8861150839131
115,1,19.546024300414082,29.114322245615426,9,447.2107197044431
116,1,39.339909823325065,77.92271692657812,6,458.11264926562524
117,1,42.18761003972982,44.88213096924922,7,518.3546052608157
118,1,47.056158481030096,61.114876333582046,8,369.343291439878
119,1,55.905602008837086,66.13587918175071,7,429.71203549205154
120,1,42.56656622323037,72.57036323255781,6,499.36563762487935
121,1,28.686515288156425,54.30492762584108,7,465.4951082994323
122,1,16.86699261389396,49.436367528957085,6,631.7995003165247
123,1,53.93692148607727,61.102252751141016,7,725.5580971499248
124,1,38.631339802560504,52.17556503669024,6,323.8269712452159
125,1,39.197126930690885,52.437354784360544,4,474.6003749265041
126,1,45.100864832196685,60.96544850251046,7,504.05732434220613
127,1,33.493503485330976,50.72204535324348,9,646.8529242253298
128,1,49.67903845381765,58.14025151750338,6,806.0641699325539
129,1,54.34117818425084,55.52434764711712,7,678.5371799868062
130,1,54.914969103008275,64.4824830776212,7,818.8930144753722
131,1,22.50939773746495,54.69577570179797,7,648.0846767503816
132,1,40.63803333561268,64.87447380159992,9,727.429810054665
133,1,15.255953493915905,63.99604655829658,7,664.1960362264127
134,1,48.160794625537775,49.60611539996408,8,602.4638331550913
135,1,44.79962385950964,48.72307697803509,8,333.9751815932198
136,1,55.31603419572013,73.8683705400214,8,354.246846790276
137,1,55.06372170478484,57.699609543265225,8,612.440837240933
138,1,20.84478538935295,45.55539160101107,7,357.43009096840365
139,1,31.117504762983398,41.10330463578969,8,320.1395037248077
140,1,56.2464540887211,59.37075975973612,8,564.3243223929331
141,1,24.349064786378747,25.066846462772347,7,670.5980766261167
142,1,41.78442560560161,47.18455717513389,7,556.3318674866946
143,1,49.87477894314363,53.90678817891517,8,575.9591091107771
144,1,41.56929271247186,45.26831868065384,7,627.0308594129218
145,1,50.73452460773163,59.63251035751605,9,727.3597206965396
146,1,22.09563220506009,32.06415535594779,7,723.2610144187382
147,1,44.80585202070889,45.41502117776222,7,383.7659588587176
148,1,44.17051130518364,54.09606116990815,6,525.132344117761
149,1,48.93719929219702,55.65635666147106,9,482.16484839112286
150,1,56.02893117522736,71.1369043779222,7,435.6167523568004
151,1,19.79006530452294,54.06486908425233,8,489.37958677131155
152,1,35.841603066004176,59.59930463651806,7,636.9960931904686
153,1,40.51946091759068,47.30672598925145,7,303.4199011741045
154,1,36.25250769380257,59.87939734099838,6,486.89329916340694
155,1,23.569105029686714,56.55664831757288,8,460.6225015550712
156,1,20.082696304796702,22.073067310526593,8,425.4811156352005
157,1,34.168565668582275,63.35078578773934,8,594.1113585494667
158,1,41.53256638603064,47.53998966738087,5,502.18762705033856
159,1,29.897393868574422,36.1509880330794,6,572.3705087408091
160,1,62.44465441810921,73.97640265014553,6,475.18630871838144
161,1,33.50242426076193,37.07453686213768,7,632.6214491331127
162,1,50.694798501005096,69.08488555340682,8,732.2460012071372
163,1,14.997088993420727,61.692291495873214,8,651.0848874629697
164,1,21.84601546901891,57.57188945398764,7,610.824875706847
165,1,44.20329434873387,80.96130392847027,9,691.4462852175736
166,1,29.47106240227279,48.25228431142143,7,562.3543934718828
167,1,62.88060022756961,74.72889534902099,4,428.03039140837416
168,1,37.61077066244249,50.98444222834355,9,412.49143003349724
169,1,20.751367175168532,52.00010370589486,8,636.1410120182759
170,1,53.13828953024139,71.56638847164253,5,785.8765340462901
171,1,32.834212090622636,37.92659103291106,6,677.3631516431046
172,1,29.308595552057874,41.9437940300821,7,550.5174957977731
173,1,51.009811734919225,66.35202311642294,7,601.3908081375769
174,1,29.080721758811553,51.509435502765044,5,751.1696094532573
175,1,22.16961932199249,41.937783224902184,8,430.8359125740173
176,1,50.1881386883804,61.741331624233524,8,454.20748543117725
177,1,27.14608996049705,49.24951880650882,7,644.7090011579528
178,1,47.541645075448365,51.39951718837788,6,503.42221215493146
179,1,24.573863417221617,68.5332135336966,8,753.9789947397774
180,1,32.21576626787535,54.8034126354509,8,650.6825448622942
181,1,23.792254634563697,41.41221697599687,8,822.2554563088081
182,1,55.900815874770856,81.36843746122645,8,496.1239186921152
183,1,42.33243092975971,47.55404415325061,6,460.1221802205512
184,1,51.34380687399543,68.03589400177732,7,515.82086641827
185,1,28.46037981855393,55.06081512904876,9,694.7186982867515
186,1,38.99458424318577,63.62691710219501,8,582.7468743587891
187,1,43.04397755676559,67.25111255040656,6,493.9838120400102
188,1,62.90814510161125,63.33730789397455,7,640.0731602200999
189,1,40.90914856048068,56.30139662074824,6,419.4922526531103
190,1,51.55866152577188,78.01733857653142,9,380.7534438124602
191,1,41.7008948052844,41.966818402773654,7,524.0942242071125
192,1,54.14646254620279,61.05824265272964,9,551.0831553499356
193,1,51.39729233983199,62.40777805234602,7,665.4381768199243
194,1,38.26536321522157,57.84531004600907,8,332.4726074049847
195,1,45.589037233387415,46.718979794348236,8,891.7530316575684
196,1,35.31695152652882,38.52684222625533,8,610.0830392397014
197,1,48.54155510054163,57.82537655036776,8,440.7010329480687
198,1,41.85464676902205,67.60171268789298,6,438.63929337973616
199,1,54.629640834170836,65.87436543914467,8,719.6611478229927
200,1,35.86445916172653,74.71272992893606,8,735.49023352411
201,2,63.62412322165518,64.85093150235859,9,732.3973442567017
202,2,43.084257820713276,43.137919428782716,7,531.2455948731102
203,2,23.618577468952296,59.9491337084988,7,480.3179808162347
204,2,39.842265697793266,82.25704265492688,8,555.148032144215
205,2,39.80319167680306,46.38873084447406,6,463.0970553961622
206,2,41.05615181412497,44.216189081947064,6,433.23621681702144
207,2,50.84745079829171,56.27551635574317,8,693.1463692497045
208,2,31.38507885466206,36.362340654418944,7,567.4775092564898
209,2,43.78922770034952,57.91979078349222,7,585.8240624626179
210,2,37.28625019599722,46.597557677187176,8,735.0251846614692
211,2,47.47416847463068,47.671175689233905,5,749.0297795167007
212,2,47.25693562920546,50.76828198481657,7,636.224488407395
213,2,36.78813261627248,76.24357031222203,7,742.0288344477229
214,2,28.77058558911942,39.62901061078102,8,514.9509593968728
215,2,32.32256760968511,63.50951070199806,7,681.4065676087134
216,2,28.906313996913738,45.47594514711243,4,650.4430782717468
217,2,32.414530689711356,75.11463245302383,8,682.4331426148523
218,2,33.041762532627416,40.95218288526644,6,733.8117057487526
219,2,38.765917649809836,75.18648878946519,5,657.4281766888689
220,2,44.989787213451,46.48723484502681,6,427.4080979072257
221,2,41.11640071403602,46.89390447017523,5,482.3399797183506
222,2,43.054213402839586,75.02088747113845,9,671.8145208780766
223,2,44.663620268046216,66.90532703120832,8,578.9417400524339
224,2,44.51644280165643,57.06179551753379,6,713.3605148835362
225,2,47.507456964776054,56.69608169264437,8,685.9497159557596
226,2,30.329981720607492,39.34526714858433,8,685.5922303251683
227,2,31.953214261828002,58.14545212220051,6,710.8542344492462
228,2,50.41515178697056,55.52144961168412,5,278.6817218590621
229,2,26.748389696324708,32.565895533921825,8,766.1591773876853
230,2,48.0223771410626,66.13946635250699,8,718.7583511064771
231,2,31.152095634926166,37.501629160822674,7,474.6935281082883
232,2,30.292725227857805,44.55241444559862,8,491.483590407699
233,2,34.232291070518315,59.897981604552946,9,697.053758293672
234,2,44.39133100383172,61.44722517340901,5,540.6457704537178
235,2,49.05701076612309,61.98770963362773,6,552.6835065954956
236,2,28.928448739713417,58.41220067288692,8,307.7458540213094
237,2,36.05408121787188,40.391385404413015,5,610.645017830886
238,2,46.37952833886289,60.71880786347575,6,659.2409896479963
239,2,37.64321481584753,64.8866025581859,9,561.3286811356479
240,2,33.1828444848195,33.35022698016836,7,595.9876574256097
241,2,47.43680856870943,73.22511493901757,5,461.579046678701
242,2,31.679575660875088,48.980835351324686,7,619.2351186011554
243,2,54.400762816833414,79.19368544624407,8,450.38295639975195
244,2,41.07260091615305,41.69182791890434,8,470.64211210917057
245,2,49.97013096714813,52.81150981315,3,501.35992984983443
246,2,43.10897477553462,65.43620490224004,6,735.229715491964
247,2,37.621450564059685,53.44944178830524,6,680.0957903577495
248,2,41.71990916652471,52.49686980929136,7,250.23096278689934
249,2,22.636110082450585,80.31281456209943,6,501.32428512024916
250,2,26.142859318882074,32.01996194843669,8,609.0945255764217
251,2,44.54196669986194,47.08599219442891,7,485.4559828082639
252,2,59.1640641981267,72.42099925247496,6,449.5440779596827
253,2,53.468545778745366,68.7586868294326,6,695.8315578233685
254,2,41.06604135546021,41.60134972885649,6,641.5092663359873
255,2,60.682741890904474,65.48232919085919,8,673.5732971364507
256,2,44.01640155572975,61.08695925259395,8,412.00687459077955
257,2,34.417170212523644,40.92615501223274,7,401.97327542359335
258,2,39.911843878111654,48.74843142626176,6,659.7759363008485
259,2,20.00307619559191,23.044343341912615,5,596.4057533302267
260,2,27.2211530421674,69.00567666815247,7,656.6008755887094
261,2,39.148736451786945,60.45579706284379,9,494.552261213193
262,2,35.97951285527058,44.929082837947945,6,731.5120410937456
263,2,42.4309555991495,62.97111546507631,9,399.91151002919065
264,2,18.54136108265075,44.612077177319094,5,475.4405862223786
265,2,60.08167291630351,65.57319505643973,9,395.5511727292545
266,2,27.70904035513417,44.29206575256543,8,705.9295294118516
267,2,61.96248352573143,67.86902393119917,7,402.80339453129295
268,2,41.74943293020489,70.43567813691047,8,550.3171045817037
269,2,42.52333683463136,45.921469405008686,7,645.4989966889849
270,2,41.87887122204235,54.74177616998863,8,374.0962077694677
271,2,44.94557600865052,47.708076059368565,8,480.9676185646328
272,2,43.55341712379331,58.62787013556819,9,663.5871798474208
273,2,46.87973414695887,61.02321393595591,7,574.4105736859556
274,2,32.691113207692396,43.532347463693036,4,786.268855175453
275,2,52.78717542286156,61.18680839891347,6,294.0919854867577
276,2,38.30834454891045,38.9032790483722,9,530.8380274412493
277,2,37.190948963474476,52.52150380818543,8,664.7207739784701
278,2,50.92357348247387,68.24174846471075,8,646.6033366372121
279,2,25.965787349228457,40.43995057499593,9,605.0181396781312
280,2,34.41426141275456,35.57397312478877,6,620.637536671653
281,2,36.543596729233286,60.02391804536318,8,572.5379982119341
282,2,39.26680874881551,52.13814556971719,7,808.2868818106606
283,2,31.01176025681983,43.39981279745177,8,472.11848836721924
284,2,44.76605675963365,60.62961113941732,5,768.9888151929476
285,2,49.02806064694406,65.70304198615098,7,635.7666385291468
286,2,32.78907109128994,47.041799463439496,6,439.5755412541721
287,2,60.7751345790925,78.12877700512492,8,482.31640018913083
288,2,21.499761755929327,47.600432386399625,6,472.2162040555653
289,2,54.67274152686517,54.98312767202296,8,485.95484151900104
290,2,26.700526407631838,82.93508150568445,6,673.1822703529402
291,2,25.315340266105956,31.18006089232457,7,543.4928134053999
292,2,59.5150460599196,65.47625735210579,7,709.4232584862377
293,2,54.48839894239803,66.16509748174404,8,600.5365786002812
294,2,35.74431209629473,71.90954798610943,8,680.4533878841341
295,2,53.785403249801554,55.59489237172281,5,749.3108960921994
296,2,35.33708556811089,51.596905078212735,8,562.143864582868
297,2,45.949739741736984,50.23674124657638,7,252.2975098477189
298,2,41.75543058436706,58.865011514998905,8,630.2480935798808
299,2,52.02337431416071,53.161694785221385,7,886.0325301324933
300,2,68.77403585520794,75.471214957755,8,459.8002801870221
301,3,39.80658470578439,42.53546947578188,9,407.23524343060535
302,3,45.06170032623898,71.45803803867452,9,484.72334234632996
303,3,32.00906990952312,45.23324005225645,5,714.6655980506004
304,3,31.93393003358593,54.58353650395134,8,470.31310442786685
305,3,55.88630498331903,61.71528985690001,6,647.3599137534255
306,3,64.69800389678272,65.27093063116254,6,566.3439151843502
307,3,55.575202542299515,63.4939758584467,5,303.42739116110465
308,3,56.270316913164436,58.75170289735084,6,690.102881707831
309,3,42.44400994741464,45.91342055230188,8,357.8108796709554
310,3,33.20365426054492,48.02828423678308,6,453.865618709459
311,3,33.713714617122186,69.37042095892602,6,530.4314904522089
312,3,26.083688732864633,42.68411888288275,6,778.7749378774554
313,3,41.01878324940399,46.31284345359031,7,700.2681161213798
314,3,30.892831456339756,44.03882016242858,7,218.10583159243959
315,3,44.274038611945315,76.8401527577435,8,704.6636259034087
316,3,35.84931626642633,56.94820251080452,7,772.1133954049543
317,3,57.655199270106884,61.35587057711176,6,485.7861790438361
318,3,28.154393576306155,69.13400463448912,6,577.9697273006818
319,3,41.52366689149206,51.246065564172156,8,514.8230496323115
320,3,17.936750628782676,41.706417486293695,5,660.8891584462751
321,3,39.64509812073301,40.596988663586345,5,421.2650787521453
322,3,58.536372907951844,68.28019246879468,8,720.8877519716035
323,3,28.27915666919974,54.31242758284996,6,497.41004067795444
324,3,61.532273735022535,62.604562843505,7,566.6220533006839
325,3,22.177377164637782,27.130185976625313,9,526.3780288669011
326,3,31.45584125713553,38.81145255131308,7,247.29889530286695
327,3,35.0528641499338,42.73811116109935,7,808.3621496592486
328,3,25.861964603078455,38.41199135346663,8,507.5614329340943
329,3,42.465926139775355,43.267348286232796,7,661.8734746933528
330,3,46.78434716890722,67.35342478814624,8,740.7146989594766
331,3,45.5975629498108,51.555031408237376,7,747.2926121303817
332,3,65.12674966225863,74.28619091794981,8,723.2505454562375
333,3,86.10959976936927,86.64432389239431,6,459.2539813320204
334,3,41.131394090784234,62.40784443737757,7,282.96841044162386
335,3,30.922635133942965,69.0109340765825,6,782.2712294539606
336,3,41.00744426007866,69.97261338239626,7,546.0679950560727
337,3,31.182350704251245,31.565369868444932,6,684.9439938644141
338,3,40.336032408958076,50.96101212429553,8,711.7597193399996
339,3,27.056978647098983,40.90555232107327,8,712.140865519103
340,3,44.289891194186154,73.84476245081163,6,716.6420776331378
341,3,32.624264470501174,61.45875623147803,8,484.32532241938725
342,3,39.98063264735043,43.28567362693914,7,471.0011132872769
343,3,30.78185412615063,46.35888283497857,5,283.7747647245568
344,3,41.7803227316283,64.85229723873115,7,540.2082044012667
345,3,45.57395569539342,58.08360884401619,6,857.4258845602195
346,3,22.09922051985143,56.08400937797849,7,463.2531687524582
347,3,49.5026319408377,51.054269948800766,8,732.1647676517514
348,3,49.72691343506673,80.97141098181935,7,346.9451953466031
349,3,52.59229090864383,63.5576125330696,7,319.69120277028617
350,3,36.15537045124822,46.52591837261364,8,393.3070941052424
351,3,32.809846416117324,45.580476562509666,5,411.25173457915366
352,3,33.727706326798945,38.676713356265154,7,680.6490033570346
353,3,38.025451430777,42.60387001101648,7,452.04872302135857
354,3,48.874424385300394,53.724742033047704,6,543.06340205788
355,3,28.13382008225041,29.891028786996696,7,396.1713158930514
356,3,56.238154406733884,62.76151162509192,6,531.181582618756
357,3,42.09442384309508,44.48445103559083,7,508.50733359857765
358,3,46.63583775255422,63.164636284067214,8,545.9814474195948
359,3,55.082702723325994,59.647629906050135,7,638.9675947578345
360,3,44.66912731122084,57.62573488620938,8,738.1673232299571
361,3,20.179886339932736,31.36676135847974,7,450.8945312277122
362,3,39.230277161352774,43.97624066783485,9,691.4046836200421
363,3,54.92460094628726,61.09318653400825,8,640.9393246322909
364,3,25.608127486999905,40.976808119455725,7,431.43367672587095
365,3,30.096287624362937,38.97744413742845,7,534.5736119718765
366,3,54.045862575173,61.17100264312026,8,528.8043333659198
367,3,27.357957992540097,36.66212957013663,5,347.2134246779291
368,3,32.797290226391084,56.81733667428907,7,577.6304721009491
369,3,30.88276171969004,31.1535964163464,8,693.4359002800545
370,3,38.18332153523298,54.590041637778,6,771.3719809443319
371,3,44.86420651470569,48.85161797893552,7,657.6924154872794
372,3,25.868108363257605,48.26650911198154,8,600.2610284704339
373,3,45.186427871189295,48.24554612556902,7,694.4965303964914
374,3,48.255076700344915,52.7133848475159,5,544.8070066244289
375,3,26.20685445460501,58.90787190719284,8,410.2124764446927
376,3,54.385726506006755,60.764802934196126,7,483.17005515252504
377,3,27.028729657694672,33.58843704828478,9,515.5419863577846
378,3,45.68870415150767,59.01022974294191,5,710.7564539727465
379,3,46.248926889062076,46.54713781115968,7,455.29178619417075
380,3,45.26533146250356,55.71156760311864,7,335.20380412490886
381,3,34.99679202931752,46.30755413930941,7,698.4589906083497
382,3,28.25211967638866,33.861458453846446,8,627.5496939461743
383,3,48.18734770923187,68.61636107902996,8,694.7896734771964
384,3,41.98900363264459,62.19735970413717,9,554.8873092818764
385,3,42.35807766530078,54.395049618129725,6,667.7227449253435
386,3,41.61801081394033,58.87928668037237,8,425.4898370768487
387,3,47.39465043223004,69.81584034032689,7,497.90861504839097
388,3,17.19267785658461,20.405779066652933,6,685.2908356979815
389,3,47.578986978607105,79.6575741776604,8,585.2599741980894
390,3,29.6639025560744,46.022543538695224,6,522.4098037531612
391,3,26.391249716645323,37.01113355837702,7,729.0710199374819
392,3,22.232426148468058,36.83907174643094,8,878.7156421587028
393,3,32.7123428549578,60.58975479667232,5,765.7482613739169
394,3,39.164735567878196,67.3833847022668,5,513.5817137361689
395,3,47.78865777865361,53.20975840079494,6,645.6452430630133
396,3,42.16332371523172,55.006470310994416,8,841.4075526131019
397,3,55.21856986531183,69.12042961577731,9,768.470392028617
398,3,50.0233778821775,75.36851368746863,4,517.2520858645037
399,3,40.687992304216536,63.66352147141683,6,646.3955505238561
400,3,52.54032808236287,58.18117675667944,8,250.0018583247836
401,4,28.187631568478864,48.41137978644993,8,733.8450535449308
402,4,56.35790791811819,83.09445346413565,9,653.2666465586697
403,4,32.26249279090136,44.57860203217621,6,501.7541503607678
404,4,23.762580233995543,31.500433985928524,7,364.6274099479417
405,4,29.518463366084486,51.60368435152095,6,616.8655479333039
406,4,27.943543006918027,36.974321247089534,7,609.9267141533122
407,4,45.16959974616446,60.45715022715717,9,700.6972411344466
408,4,31.55146093329802,73.8305698028939,7,793.4650584958903
409,4,28.201144995387708,49.14391157443102,7,839.8540204910851
410,4,49.19758401426498,67.98782808738206,9,339.73079558459733
411,4,32.735041724300665,65.69488283819081,8,646.0243266368502
412,4,39.893385599359625,46.47914374277041,6,657.9672343396483
413,4,30.83191305540951,44.20859844573803,7,423.5454520494779
414,4,47.80626844475828,55.927302369463014,5,292.7747787124046
415,4,38.421532545910495,74.11116449024499,6,604.5644504517145
416,4,37.19286067823895,54.44657947954573,6,347.16781604473783
417,4,33.85468909922411,68.07879066575876,8,554.4819885275779
418,4,41.50502518174832,54.757131620714176,6,972.8513438602637
419,4,63.502485472120455,78.60438797590022,7,547.2316626947983
420,4,27.48126068894089,28.819069437513285,6,625.7739346642019
421,4,36.32332884543302,73.88673008380701,7,620.9620149538579
422,4,23.06102958051816,43.48190821861026,7,626.3889394469102
423,4,43.752098081971994,69.41184276334315,7,464.0366200491183
424,4,58.667663074180275,80.12484194648114,7,736.9281468641855
425,4,42.783861387370415,71.87806439212677,6,496.67263199165393
426,4,32.5806811272776,39.16801506195753,8,538.8800197809651
427,4,36.081614031421125,75.54368511678119,7,674.2105686639621
428,4,49.52524486387288,52.608191508959784,6,461.01490490932315
429,4,41.67521558512215,65.69634207730911,7,557.2972863376601
430,4,47.80561645663495,61.95895669050566,8,771.403084233095
431,4,29.233623561201398,72.37665391716644,8,717.1325839039298
432,4,53.07880091335445,74.73867271910284,9,333.38413070132185
433,4,24.067427940949898,48.136664033757356,7,728.7157859368431
434,4,52.88949803249229,69.12694882611902,4,479.1409944190966
435,4,25.132052702577738,25.595294506679366,6,548.8778130758697
436,4,53.434341792526766,74.10145288534923,6,828.2822231333896
437,4,44.821337870069904,74.04748852388254,8,837.1930770625729
438,4,44.574670985719706,57.492196966493125,8,683.1879034727451
439,4,22.776785927325545,34.97661939424984,7,414.30452160641255
440,4,40.24189441153774,42.74156849989147,6,492.8165768494929
441,4,22.825277129061654,50.45827303848944,8,675.2916645706338
442,4,35.93958825915898,65.06633981059134,8,431.54588984318445
443,4,46.75509007706176,63.34517206073753,7,423.7524615231115
444,4,42.22334614491509,63.04350476088157,8,565.9552649448995
445,4,45.461133469356255,47.06339447475826,9,868.0538690939412
446,4,24.127200958068133,56.22324428752867,6,755.7529581767133
447,4,30.131907952998535,57.36513169011192,7,542.3869368623484
448,4,36.41893361031673,46.866032168872096,8,471.91765483153625
449,4,32.48304983397834,58.56943364461627,7,754.9275820359007
450,4,40.270090420301045,50.64493117005455,8,412.40950256692923
451,4,52.40703659126792,68.0385250168612,8,405.52537797127343
452,4,37.19439520068096,43.59607543671579,5,399.43050074850737
453,4,65.88198959369092,80.83304558732333,7,413.4638878894174
454,4,54.911085990822,59.97462273309637,8,641.707310034615
455,4,34.38436329736333,58.26212489358241,5,497.85210943629875
456,4,49.930937314692464,70.88663891892625,7,490.7685088471808
457,4,54.250130783798596,56.14321467056408,8,688.712048890363
458,4,47.87695479340306,51.40907606036805,7,572.7556937287319
459,4,24.54042585142195,52.44870787632527,7,813.0567043598045
460,4,36.84502641709692,45.450624665360095,8,369.8597768375076
461,4,51.555681381965705,68.28624533275593,7,489.2512224361072
462,4,28.35148598118929,46.039850017216665,6,779.2502550403128
463,4,37.30706524903826,52.44400764479539,7,451.50722779020987
464,4,45.58873313044629,55.58809634779413,6,651.9521501128979
